Week,Offence,Defence,Score,Total drives,Passing Yards,Turnovers,Rushing,Sacks,Punts,3rd dwns Conv,3rd downs Att,4th downs Conv,4th downs Att,Line,Vegas_Expected_Score,Total_Points_Vegas
9,panthers,colts,13,12,173,3,138,4,4,7,16,2,3,-1.5,22.0,45.5
10,patriots,colts,6,10,195,2,167,5,4,6,14,1,1,-2.0,20.25,42.5
12,buccs,colts,20,10,199,2,125,6,4,5,13,1,1,-2.5,21.0,44.5
14,bengals,colts,34,11,274,1,111,0,4,3,11,1,1,2.5,24.0,45.5
15,steelers,colts,13,12,172,3,74,4,4,4,12,2,3,-1.5,20.0,41.5
16,falcons,colts,29,10,229,0,177,1,3,5,13,1,1,2.5,23.5,44.5
17,raiders,colts,20,9,299,0,84,2,5,5,15,2,2,-3.5,19.5,42.5
18,texans,colts,23,11,264,0,60,2,6,5,13,0,1,1.5,24.5,47.5
1,saints,titans,16,12,305,2,69,4,5,7,16,0,0,2.5,21.5,40.5
3,browns,titans,27,9,289,1,78,3,3,6,13,1,1,3.5,20.5,37.5
4,bengals,titans,3,9,165,1,72,3,5,2,9,0,1,3.5,22.5,41.5
5,colts,titans,23,8,253,0,193,1,1,8,13,0,1,-2.5,20.5,43.5
6,ravens,titans,24,12,223,1,139,1,3,8,16,0,0,5.5,23.5,41.5
8,falcons,titans,23,14,246,1,140,6,6,4,15,1,2,1.5,18.0,34.5
9,steelers,titans,20,9,160,0,166,0,4,6,12,0,0,3.5,20.0,36.5
10,buccs,titans,20,11,278,1,77,3,5,7,15,0,0,2.5,21.0,39.5
11,jaguars,titans,34,9,276,0,128,2,4,2,7,1,1,6.5,23.5,40.5
12,panthers,titans,10,10,194,1,96,4,6,6,16,2,3,-3.5,16.5,36.5
14,dolphins,titans,27,11,139,1,138,5,5,4,13,0,1,13.5,29.0,44.5
16,seahawks,titans,20,7,227,0,58,3,3,7,13,0,0,2.5,22.5,42.5
17,texans,titans,26,8,213,0,111,1,3,3,11,0,0,5.5,24.5,43.5
18,jaguars,titans,20,10,296,2,82,2,3,6,11,0,1,3.5,22.5,41.5
1,panthers,falcons,10,12,146,3,154,2,5,5,14,0,2,-3.5,18.0,39.5
2,packers,falcons,24,10,151,0,84,1,4,3,9,0,1,-2.5,18.5,39.5
3,lions,falcons,20,12,243,1,115,0,6,4,14,0,0,2.5,25.0,47.5
4,jaguars,falcons,23,10,226,0,105,4,5,6,12,0,1,3.5,23.0,42.5
5,texans,falcons,19,11,249,0,64,0,6,4,13,0,0,-2.5,19.5,41.5
6,commanders,falcons,24,12,151,0,72,5,6,2,10,1,1,-2.5,19.5,41.5
7,buccs,falcons,13,10,275,2,73,3,3,6,12,0,1,2.5,20.0,37.5
8,titans,falcons,28,14,238,1,149,2,8,5,15,1,1,-1.5,16.5,34.5
9,vikings,falcons,31,13,236,2,146,4,3,7,16,1,1,-3.5,17.5,38.5
10,cardinals,falcons,25,10,249,1,122,2,3,3,11,1,1,-2.5,20.5,43.5
12,saints,falcons,15,10,304,2,148,1,1,6,14,0,0,1.5,22.0,42.5
13,jets,falcons,8,13,214,3,62,4,7,2,15,2,3,-2.5,16.0,34.5
14,buccs,falcons,29,12,144,0,148,1,6,6,16,1,2,-2.5,19.5,41.5
15,panthers,falcons,9,10,167,0,129,3,5,5,15,0,2,-2.5,15.0,32.5
16,colts,falcons,10,11,201,1,92,6,4,5,14,1,3,-2.5,21.0,44.5
17,bears,falcons,37,13,268,0,192,3,4,6,16,1,2,2.5,21.0,39.5
18,saints,falcons,48,12,264,0,154,3,4,3,10,1,1,3.5,22.5,41.5
1,rams,seahawks,30,9,334,0,92,0,1,11,17,1,1,-5.5,19.5,44.5
3,panthers,seahawks,27,12,361,0,44,3,5,10,19,0,1,-5.5,19.0,43.5
4,ginats,seahawks,3,12,203,3,112,11,5,6,16,2,4,-1.5,22.0,45.5
6,bengals,seahawks,17,11,185,1,46,3,6,3,11,0,0,1.5,23.5,45.5
7,cardinals,seahawks,10,11,150,0,127,4,5,5,15,0,3,-9.5,17.0,43.5
8,browns,seahawks,20,12,257,3,155,3,3,6,15,0,1,-3.5,18.0,39.5
9,ravens,seahawks,37,12,225,2,298,1,2,6,13,1,2,5.5,25.0,44.5
10,commanders,seahawks,26,11,312,1,68,3,5,7,15,1,1,-5.5,19.0,43.5
11,rams,seahawks,17,11,190,1,82,1,5,2,9,0,1,2.5,23.5,44.5
12,49ers,seahawks,31,12,209,1,169,1,5,5,11,0,0,7.5,25.5,43.5
13,cowboys,seahawks,41,11,299,0,136,4,0,8,14,1,2,9.5,28.5,47.5
14,49ers,seahawks,28,12,368,2,173,3,5,6,11,0,0,14.5,29.5,44.5
15,eagles,seahawks,17,10,143,2,178,0,5,9,16,1,1,4.5,26.0,47.5
16,titans,seahawks,17,8,164,0,162,6,3,6,12,1,1,-2.5,20.0,42.5
17,steelers,seahawks,30,10,274,0,202,1,1,6,13,2,3,-4.5,18.0,40.5
18,cardinals,seahawks,20,9,262,0,206,1,3,5,13,2,2,-2.5,23.0,48.5
1,broncos,raiders,16,6,177,0,94,2,2,5,11,0,0,2.5,22.5,42.5
2,bills,raiders,38,9,274,0,183,2,1,7,13,3,4,7.5,26.5,45.5
3,steelers,raiders,23,13,235,0,105,1,6,6,15,0,0,-2.5,20.0,42.5
4,chargers,raiders,24,12,167,1,155,2,4,5,14,1,2,7.5,27.5,47.5
5,packers,raiders,13,11,182,3,110,2,4,4,12,1,1,-1.5,21.5,44.5
6,patriots,raiders,17,9,200,1,83,4,3,6,12,0,0,-3.5,18.5,40.5
7,bears,raiders,30,9,162,0,173,2,3,8,13,0,1,-1.5,18.0,37.5
8,lions,raiders,26,12,272,3,222,1,1,6,14,1,1,6.5,25.5,44.5
9,ginats,raiders,6,13,200,2,123,8,4,3,12,1,5,-1.5,18.0,37.5
10,jets,raiders,12,11,263,1,108,2,5,7,16,0,0,1.5,18.5,35.5
11,dolphins,raiders,20,11,176,1,93,1,3,3,11,0,1,14.5,29.5,44.5
12,chiefs,raiders,31,10,298,0,69,1,4,5,11,0,0,9.5,26.0,42.5
14,vikings,raiders,3,11,146,0,132,5,9,8,20,1,1,-3.5,18.5,40.5
15,chargers,raiders,21,15,257,5,92,3,5,6,12,0,1,-3.5,16.5,36.5
16,chiefs,raiders,14,11,246,2,85,4,4,5,16,3,5,11.5,26.0,40.5
17,colts,raiders,23,10,224,0,134,1,3,6,13,1,1,3.5,23.0,42.5
18,broncos,raiders,14,10,272,1,48,5,5,4,12,2,3,-3.5,17.0,37.5
1,bengals,browns,3,15,82,0,75,2,10,2,15,0,1,-2.5,22.0,46.5
2,steelers,browns,26,14,222,2,55,2,7,4,14,0,0,-2.5,18.5,39.5
3,titans,browns,3,10,104,0,26,5,7,2,12,1,1,-3.5,17.0,37.5
4,ravens,browns,28,12,186,1,131,3,7,4,12,1,1,2.5,20.0,37.5
6,49ers,browns,17,13,125,1,108,3,6,3,12,0,0,9.5,22.5,35.5
7,colts,browns,38,16,305,4,168,4,5,7,15,0,0,-3.5,18.5,40.5
8,seahawks,browns,24,12,254,2,114,1,5,4,12,1,1,3.4,21.45,39.5
9,cardinals,browns,0,14,58,3,41,7,9,1,12,0,1,-13.5,12.5,38.5
10,ravens,browns,31,10,223,2,106,3,3,2,8,0,0,6.5,22.5,38.5
11,steelers,browns,10,13,106,0,172,3,9,3,14,1,1,-2.5,16.0,34.5
12,broncos,browns,29,12,134,1,169,1,5,6,14,0,1,-1.5,18.0,37.5
13,rams,browns,36,13,279,0,120,0,5,4,12,0,0,3.5,21.5,39.5
14,jaguars,browns,27,17,239,4,58,1,8,4,18,3,3,-2.5,17.0,36.5
15,bears,browns,17,15,166,3,88,3,10,4,18,0,2,-2.5,17.5,37.5
16,texans,browns,22,13,211,2,72,3,6,5,15,1,3,-3.5,18.0,39.5
17,jets,browns,20,13,261,2,107,2,5,6,16,1,2,-6.5,13.5,33.5
18,bengals,browns,31,12,176,1,183,3,6,3,12,0,0,7.5,22.5,37.5
Wildcard,texans,browns,45,10,280,0,76,0,4,2,8,0,0,-2.5,21.0,44.5
1,chargers,dolphins,34,10,229,0,233,3,3,9,15,0,1,-3.5,23.0,49.5
2,patriots,dolphins,17,11,231,2,88,4,4,7,15,1,2,0.5,23.0,45.5
3,broncos,dolphins,20,14,306,3,69,1,5,3,12,0,1,-5.5,21.0,47.5
4,bills,dolphins,48,12,320,0,104,2,2,5,10,0,0,3.5,27.5,51.5
5,ginats,dolphins,16,9,205,0,85,7,4,5,17,1,2,-13.5,17.0,47.5
6,panthers,dolphins,21,11,224,0,108,4,4,5,14,0,4,-13.5,16.5,46.5
7,eagles,dolphins,31,10,279,2,99,3,1,4,12,4,4,3.5,27.5,51.5
8,patriots,dolphins,17,11,161,1,77,3,5,1,9,1,2,7.5,26.5,45.5
9,chiefs,dolphins,21,11,323,2,78,2,6,3,10,0,0,1.5,26.0,50.5
11,raiders,dolphins,13,11,186,1,117,2,6,4,14,0,2,-14.5,15.0,44.5
12,jets,dolphins,13,10,179,2,29,7,6,5,14,2,3,-9.5,15.5,40.5
13,commanders,dolphins,15,10,150,2,29,3,5,6,14,1,1,-8.5,20.5,49.5
14,titans,dolphins,28,9,290,0,123,1,5,5,13,0,0,-13.5,15.5,44.5
15,jets,dolphins,0,11,136,4,23,6,5,5,13,0,2,-7.5,14.5,36.5
16,cowboys,dolphins,20,11,91,4,23,4,3,4,12,2,2,-1.5,24.0,49.5
17,ravens,dolphins,56,9,293,0,91,1,2,4,7,1,1,3.5,25.5,47.5
18,bills,dolphins,21,9,359,3,128,3,1,9,15,1,3,2.5,25.5,48.5
Wildcard,chiefs,dolphins,26,10,262,1,147,0,3,6,15,1,1,4.5,24.0,43.5
1,buccs,vikings,20,12,173,0,73,1,6,6,17,1,1,-4.5,19.5,43.5
2,eagles,vikings,34,12,193,1,259,4,4,6,14,1,1,6.5,27.5,48.5
3,chargers,vikings,28,11,454,1,30,1,3,5,11,1,2,2.5,27.0,51.5
4,panthers,vikings,13,9,204,1,83,5,5,5,14,2,3,-4.5,20.5,45.5
5,chiefs,vikings,27,8,281,0,67,2,3,9,15,0,0,3.5,27.5,51.5
6,bears,vikings,13,12,141,3,162,5,4,6,14,0,1,-3.5,20.0,43.5
7,49ers,vikings,17,9,272,3,65,1,1,5,9,1,1,6.5,25.5,44.5
8,packers,vikings,10,10,229,1,74,4,4,5,14,1,4,0.5,20.5,40.5
9,falcons,vikings,28,13,268,2,110,1,4,10,18,0,0,3.5,21.0,38.5
10,saints,vikings,19,13,232,2,65,3,6,4,14,2,2,2.5,22.0,41.5
11,broncos,vikings,21,11,259,0,46,2,4,2,12,1,1,2.5,22.5,42.5
12,bears,vikings,12,10,217,2,118,3,3,8,18,1,1,-3.5,20.0,43.5
14,raiders,vikings,0,12,171,3,56,4,8,3,14,2,2,3.5,22.0,40.5
16,lions,vikings,30,11,257,1,143,1,3,6,12,2,2,2.5,25.0,47.5
17,packers,vikings,33,10,293,1,177,0,2,9,14,0,1,0.5,21.5,42.5
18,lions,vikings,30,11,320,0,70,1,5,1,9,2,2,3.5,25.5,47.5
1,bears,packers,20,12,216,2,122,4,4,3,13,1,2,2.5,21.5,40.5
2,falcons,packers,25,10,237,1,211,1,1,6,15,3,4,2.5,21.0,39.5
3,saints,packers,17,10,204,0,77,4,7,4,14,1,1,1.5,22.0,42.5
4,lions,packers,34,12,210,1,211,2,4,7,17,2,2,2.5,23.5,44.5
5,raiders,packers,17,11,208,1,96,4,4,5,13,1,1,1.5,23.0,44.5
7,broncos,packers,19,9,194,0,145,1,3,5,12,0,1,2.5,23.0,43.5
8,vikings,packers,24,10,297,1,62,3,2,10,18,1,1,-0.5,20.0,40.5
9,rams,packers,3,11,130,2,68,1,5,5,14,0,2,-3.5,17.5,38.5
10,steelers,packers,23,10,126,0,205,1,5,4,13,1,1,3.5,20.5,37.5
11,chargers,packers,20,11,260,1,150,2,3,7,14,0,2,2.5,23.5,44.5
12,lions,packers,22,11,332,3,140,3,2,7,15,1,5,8.5,28.0,47.5
13,chiefs,packers,19,8,210,1,148,3,1,7,11,0,1,5.5,24.5,43.5
14,giants,packers,24,12,158,2,209,0,4,3,10,0,1,-5.5,16.0,37.5
15,buccs,packers,34,9,381,1,99,5,1,7,11,1,1,-3.5,19.0,41.5
16,panthers,packers,30,10,312,0,96,2,3,6,13,1,2,-3.5,18.0,39.5
17,vikings,packers,10,11,180,2,67,4,4,3,10,0,2,-0.5,21.0,42.5
18,bears,packers,9,6,148,0,75,5,3,3,11,1,1,-2.5,21.5,45.5
Wildcard,cowboys,packers,32,11,403,2,123,4,2,10,16,0,2,7.5,30.0,52.5
Divisional,49ers,packers,24,10,252,0,111,1,4,10,16,0,0,10.5,30.5,50.5
1,vikings,buccs,17,11,344,3,41,2,5,6,14,0,0,4.5,24.0,43.5
2,bears,buccs,17,10,211,2,67,6,5,6,13,0,0,-2.5,18.5,39.5
3,eagles,buccs,25,10,277,2,201,1,1,10,16,2,3,4.5,24.0,43.5
4,saints,buccs,9,11,140,3,70,3,4,5,14,1,2,4.5,22.5,40.5
6,lions,buccs,20,11,353,0,40,3,4,9,16,0,0,3.5,23.0,42.5
7,falcons,buccs,16,10,250,3,156,1,3,7,13,0,0,-2.5,17.5,37.5
8,bills,buccs,24,11,324,1,115,2,4,7,13,0,1,9.5,26.0,42.5
9,texans,buccs,39,12,470,1,53,3,3,3,11,1,1,2.5,21.5,40.5
10,titans,buccs,6,11,199,1,42,4,4,6,15,0,2,-2.5,18.5,39.5
11,49ers,buccs,27,10,333,0,115,4,3,4,10,0,1,13.5,28.0,42.5
12,colts,buccs,27,11,251,1,155,2,2,2,11,3,4,2.5,23.5,44.5
13,panthers,buccs,18,13,178,1,133,4,8,3,15,1,3,-3.5,17.0,37.5
14,falcons,buccs,25,13,347,1,96,3,4,5,13,1,1,2.5,22.0,41.5
15,packers,buccs,20,9,284,1,60,2,2,6,12,0,2,3.5,22.5,41.5
16,jaguars,buccs,12,10,286,4,37,2,2,10,19,1,2,1.5,22.5,43.5
17,saints,buccs,23,12,208,0,108,1,6,8,18,0,0,-2.5,20.0,42.5
18,panthers,buccs,0,9,94,2,131,3,6,2,12,2,2,-5.5,15.5,36.5
Wildcard,eagles,buccs,9,11,250,0,42,3,4,0,9,0,2,3.5,23.5,43.5
Divisional,lions,buccs,31,12,287,0,114,2,5,6,14,1,1,6.5,28.0,49.5
1,colts,jaguars,21,14,223,3,65,4,5,2,12,1,5,-3.5,20.5,44.5
2,chiefs,jaguars,17,10,305,3,101,1,4,4,13,2,2,2.5,26.0,49.5
3,texans,jaguars,37,11,280,0,86,0,4,9,15,0,0,-7.5,17.5,42.5
4,falcons,jaguars,7,10,191,3,127,4,5,6,12,0,1,-3.5,19.5,42.5
5,bills,jaguars,20,12,359,2,29,0,6,5,12,0,0,5.5,27.0,48.5
6,colts,jaguars,20,13,329,4,44,3,3,6,17,3,6,-3.5,20.0,43.5
7,saints,jaguars,24,14,301,1,112,1,4,3,18,4,6,1.5,21.0,40.5
8,steelers,jaguars,10,12,211,2,70,3,6,3,12,0,2,-2.5,20.0,42.5
10,49ers,jaguars,34,11,302,0,144,2,3,4,12,1,2,3.5,24.0,44.5
11,titans,jaguars,14,9,158,2,92,2,4,2,7,1,1,-6.5,17.0,40.5
12,texans,jaguars,21,10,304,0,91,4,4,6,13,0,1,-1.5,23.0,47.5
14,browns,jaguars,31,17,311,3,82,1,8,4,18,3,3,2.5,19.5,36.5
15,ravens,jaguars,23,10,171,1,251,3,3,5,12,1,1,4.0,22.75,41.5
16,buccs,jaguars,30,11,283,0,70,2,2,10,19,1,2,-1.5,21.0,43.5
17,panthers,jaguars,0,10,112,1,57,6,6,1,13,3,6,-3.5,17.0,37.5
18,titans,jaguars,28,10,168,1,175,2,3,6,11,0,1,-3.5,19.0,41.5
1,chiefs,lions,20,11,226,1,90,0,5,5,14,0,1,3.5,27.5,51.5
3,falcons,lions,6,12,201,1,44,7,6,4,14,0,1,-2.5,22.5,47.5
4,packers,lions,20,12,246,2,27,5,5,3,11,1,1,-2.5,21.0,44.5
5,panthers,lions,24,10,247,3,99,1,3,5,10,1,1,-8.5,17.0,42.5
6,buccs,lions,6,10,206,1,46,1,6,2,12,1,2,-3.5,19.5,42.5
7,ravens,lions,38,10,357,1,146,0,2,4,8,1,1,3.5,23.5,43.5
8,raiders,lions,14,11,126,1,80,6,5,1,9,0,3,-6.5,19.0,44.5
10,chargers,lions,38,9,323,1,98,0,2,7,14,3,3,-2.5,23.5,49.5
11,bears,lions,26,11,169,1,183,2,2,5,13,2,2,-7.5,20.0,47.5
12,packers,lions,29,11,268,0,109,0,4,5,11,0,1,-8.5,19.5,47.5
13,saints,lions,28,12,267,2,113,2,4,6,12,0,1,-3.5,22.5,48.5
14,bears,lions,28,12,223,0,142,3,3,6,14,1,2,-3.5,20.5,44.5
15,broncos,lions,17,11,223,1,83,2,5,5,13,2,2,-5.5,22.0,49.5
16,vikings,lions,24,10,411,4,17,4,2,3,9,0,1,-2.5,22.5,47.5
17,cowboys,lions,20,12,345,2,61,3,4,7,14,0,0,4.5,28.5,52.5
18,vikings,lions,20,11,396,2,89,4,4,2,13,2,3,-3.5,22.0,47.5
Wildcard,rams,lions,23,8,367,0,68,2,2,3,9,1,1,-3.5,25.0,53.5
Divisional,buccs,lions,23,11,349,2,89,4,4,4,12,1,1,-6.5,21.5,49.5
Conference,49ers,lions,34,11,267,1,155,2,1,6,12,0,1,7.5,30.5,53.5
2,raiders,bills,10,9,185,3,55,0,3,3,7,0,0,-7.5,19.0,45.5
3,commanders,bills,3,11,170,5,105,9,3,1,9,0,1,-5.5,19.0,43.5
4,dolphins,bills,20,11,282,2,142,4,3,3,10,0,3,-3.5,24.0,51.5
5,jaguars,bills,25,12,278,2,196,0,6,5,12,0,0,-5.5,21.5,48.5
6,ginats,bills,9,10,200,0,132,3,4,10,19,1,2,-15.5,13.5,42.5
7,patriots,bills,29,9,272,1,96,1,2,4,9,0,0,-7.5,16.0,39.5
8,buccs,bills,18,11,237,0,78,3,6,4,15,1,1,-9.5,16.5,42.5
9,bengals,bills,24,9,348,0,54,1,3,8,15,1,2,1.5,26.5,51.5
10,broncos,bills,24,12,193,1,122,4,5,8,19,1,1,-7.5,20.0,47.5
11,jets,bills,6,11,132,4,63,6,6,0,11,4,5,-8.5,15.5,39.5
14,chiefs,bills,17,10,271,2,82,1,4,6,12,0,1,-1.5,24.0,49.5
15,cowboys,bills,10,8,134,1,89,3,5,5,13,1,2,-2.5,23.5,49.5
16,chargers,bills,22,12,215,0,98,5,4,4,14,0,0,-12.5,16.5,45.5
17,patriots,bills,21,13,209,4,103,3,4,4,10,0,0,-15.5,12.5,40.5
18,dolphins,bills,14,9,173,2,108,1,5,4,10,0,0,-2.5,23.0,48.5
Wildcard,steelers,bills,17,11,229,2,106,1,4,5,11,0,1,-12.5,13.5,39.5
Divisional,chiefs,bills,27,9,215,1,146,0,1,1,5,0,0,-2.5,21.5,45.5
1,texans,ravens,9,12,242,1,72,5,4,7,18,1,4,-9.5,16.5,42.5
2,bengals,ravens,24,7,222,1,66,1,3,10,15,1,1,3.5,24.0,44.5
4,browns,ravens,3,13,121,3,93,4,8,4,16,1,1,-2.5,17.5,37.5
5,steelers,ravens,17,12,224,1,87,3,6,6,15,0,0,-4.5,16.5,37.5
6,titans,ravens,16,10,150,2,129,6,5,1,9,0,0,-5.5,18.0,41.5
7,lions,ravens,6,10,284,1,84,5,4,5,16,2,6,-3.5,20.0,43.5
8,cardinals,ravens,24,13,208,2,129,2,4,5,12,0,2,-10.5,16.5,43.5
9,seahawks,ravens,3,13,157,2,28,4,7,1,12,0,1,-5.5,19.5,44.5
10,browns,ravens,33,10,213,2,178,4,2,8,16,1,2,-6.5,16.0,38.5
11,bengals,ravens,20,11,169,0,136,5,5,2,11,1,1,-4.5,20.5,45.5
12,chargers,ravens,10,11,217,4,86,3,3,7,15,1,3,-3.5,23.0,49.5
15,jaguars,ravens,7,10,284,2,75,3,3,5,12,1,1,-4.0,18.75,41.5
16,49ers,ravens,19,11,336,5,121,4,2,6,14,1,3,6.5,27.0,47.5
17,dolphins,ravens,19,9,258,1,97,3,3,6,15,2,4,-3.5,22.0,47.5
18,steelers,ravens,17,12,152,2,155,3,6,6,15,0,0,3.5,19.0,34.5
Divisional,texans,ravens,10,10,175,0,38,0,5,4,12,0,1,-9.5,17.0,43.5
Conference,chiefs,ravens,17,11,241,0,89,2,6,8,18,1,2,-4.5,19.5,43.5
1,browns,bengals,24,14,154,2,206,3,7,4,14,0,0,2.5,24.5,46.5
2,ravens,bengals,27,9,237,0,178,0,2,9,14,0,0,-3.5,20.5,44.5
3,rams,bengals,16,12,269,2,71,6,6,1,11,1,1,-2.5,21.5,45.5
4,titans,bengals,27,9,242,1,173,3,2,8,13,1,1,-3.5,19.0,41.5
5,cardinals,bengals,20,13,166,3,142,3,4,4,11,0,3,-3.5,21.0,45.5
6,seahawks,bengals,13,11,326,2,87,4,3,5,12,0,2,-1.5,22.0,45.5
8,49ers,bengals,17,11,365,3,113,2,3,5,9,0,0,4.5,24.0,43.5
9,bills,bengals,18,9,258,2,68,1,3,7,12,0,0,1.5,26.5,51.5
10,texans,bengals,30,13,356,3,188,1,4,4,13,0,1,-5.5,20.0,45.5
11,ravens,bengals,34,11,264,0,157,3,4,6,12,0,0,-4.5,20.5,45.5
12,steelers,bengals,16,10,278,1,153,2,4,8,17,0,0,2.5,19.5,36.5
14,colts,bengals,14,10,240,2,46,3,4,3,11,1,2,-2.5,21.5,45.5
16,steelers,bengals,31,11,290,0,113,1,5,7,14,0,0,-2.5,18.5,39.5
17,chiefs,bengals,25,10,245,1,132,2,1,3,12,1,1,7.5,26.5,45.5
18,browns,bengals,14,13,166,2,104,3,7,2,11,1,1,-7.5,15.0,37.5
